name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.04003,0.00011,0.00067,0.00831,0.00306,0.00049,0.02343,49,2022/04/22
BBC,0.04399,0.00018,0.00146,0.01675,0.00919,0.00146,0.01162,50,2022/04/22
Fox News,0.03734,0.00013,0.00548,0.00107,0.01766,0.00200,0.00415,165,2022/04/22
NBC News,0.04295,0.00018,0.00066,0.02656,0.00244,0.00370,0.00234,67,2022/04/22
New York Post,0.07962,0.00027,0.03105,0.00088,0.03169,0.00449,0.00619,32,2022/04/22
Newsmax,0.00141,0.00007,0.00049,0.00030,0.00064,0.00013,0.00005,37,2022/04/22
Newsweek,0.02510,0.00008,0.00076,0.00331,0.00791,0.00205,0.00019,87,2022/04/22
One America News Network (OAN),0.04538,0.00029,0.03813,0.00046,0.00683,0.00050,0.00074,22,2022/04/22
Reuters,0.00582,0.00004,0.00031,0.00062,0.00157,0.00039,0.00011,53,2022/04/22
The Epoch Times,0.01176,0.00017,0.00119,0.00116,0.00235,0.00329,0.00137,99,2022/04/22
The Guardian (US),0.04607,0.00098,0.00605,0.01340,0.00601,0.00424,0.02034,96,2022/04/22
The Hill,0.01645,0.00004,0.00033,0.00530,0.00571,0.00063,0.00010,45,2022/04/22
The New York Times,0.01592,0.00009,0.00061,0.00225,0.00299,0.00024,0.00871,61,2022/04/22
The Wall Street Journal,0.00275,0.00006,0.00049,0.00023,0.00096,0.00032,0.00006,65,2022/04/22
The Washington Post,0.02681,0.00010,0.00073,0.00429,0.00197,0.00425,0.01044,110,2022/04/22
The Washington Times,0.02660,0.00005,0.00029,0.00074,0.01818,0.00127,0.00007,29,2022/04/22
Washington Examiner,0.01237,0.00013,0.00096,0.00276,0.00531,0.00025,0.00014,64,2022/04/22
