name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02671,0.00020,0.00099,0.01149,0.00219,0.00047,0.01060,43,2022/04/19
BBC,0.01192,0.00015,0.00096,0.00100,0.00215,0.00484,0.00025,49,2022/04/19
Fox News,0.01863,0.00010,0.00050,0.00442,0.00724,0.00050,0.00014,165,2022/04/19
NBC News,0.04035,0.00020,0.00068,0.01997,0.00972,0.00269,0.00078,62,2022/04/19
New York Post,0.14535,0.00048,0.01794,0.01037,0.04126,0.00982,0.03504,35,2022/04/19
Newsmax,0.04540,0.00010,0.00053,0.00191,0.02173,0.01163,0.00015,37,2022/04/19
Newsweek,0.05000,0.00025,0.00379,0.00739,0.00722,0.01271,0.01110,86,2022/04/19
One America News Network (OAN),0.00077,0.00003,0.00022,0.00014,0.00034,0.00005,0.00004,22,2022/04/19
Reuters,0.00655,0.00005,0.00037,0.00053,0.00317,0.00049,0.00008,47,2022/04/19
The Epoch Times,0.00663,0.00018,0.00141,0.00171,0.00139,0.00117,0.00010,101,2022/04/19
The Guardian (US),0.05291,0.00045,0.00149,0.02399,0.00887,0.00107,0.02560,96,2022/04/19
The Hill,0.00389,0.00004,0.00031,0.00027,0.00071,0.00105,0.00010,45,2022/04/19
The New York Times,0.01176,0.00010,0.00067,0.00076,0.00187,0.00277,0.00025,58,2022/04/19
The Wall Street Journal,0.00368,0.00006,0.00051,0.00080,0.00096,0.00025,0.00007,65,2022/04/19
The Washington Post,0.02158,0.00016,0.00138,0.00543,0.00208,0.00323,0.00924,100,2022/04/19
The Washington Times,0.02691,0.00009,0.00033,0.00336,0.00909,0.00066,0.00172,26,2022/04/19
Washington Examiner,0.02342,0.00008,0.00046,0.00057,0.00365,0.00457,0.00718,67,2022/04/19
