name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.04562,0.00018,0.00180,0.00204,0.00274,0.00324,0.03007,45,2022/12/25
BBC,0.02745,0.00011,0.00059,0.00503,0.00603,0.00969,0.00022,47,2022/12/25
Fox News,0.02792,0.00007,0.00045,0.00114,0.01874,0.00162,0.00018,156,2022/12/25
NBC News,0.05278,0.00025,0.00903,0.02394,0.00996,0.00409,0.00529,69,2022/12/25
New York Post,0.04931,0.00010,0.00254,0.00031,0.02492,0.00035,0.00614,40,2022/12/25
Newsmax,0.02596,0.00008,0.00061,0.00218,0.00512,0.00061,0.00308,50,2022/12/25
Newsweek,0.02573,0.00012,0.00067,0.00500,0.00691,0.00503,0.00406,96,2022/12/25
One America News Network (OAN),0.01557,0.00009,0.00080,0.00051,0.00968,0.00016,0.00015,28,2022/12/25
Reuters,0.01745,0.00008,0.00046,0.00790,0.00164,0.00138,0.00016,32,2022/12/25
The Epoch Times,0.01355,0.00017,0.00124,0.00347,0.00154,0.00034,0.00691,97,2022/12/25
The Guardian (US),0.02795,0.00011,0.00443,0.00314,0.01022,0.00148,0.00074,93,2022/12/25
The Hill,0.04377,0.00008,0.00068,0.01222,0.02572,0.00038,0.00015,41,2022/12/25
The New York Times,0.02027,0.00011,0.00085,0.00075,0.01575,0.00021,0.00037,60,2022/12/25
The Wall Street Journal,0.00478,0.00006,0.00052,0.00094,0.00223,0.00017,0.00010,66,2022/12/25
The Washington Post,0.01057,0.00005,0.00050,0.00217,0.00213,0.00065,0.00101,99,2022/12/25
The Washington Times,0.02352,0.00005,0.00032,0.00132,0.00512,0.00014,0.01065,38,2022/12/25
Washington Examiner,0.03872,0.00009,0.00079,0.00713,0.01837,0.00472,0.00019,65,2022/12/25
