name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.00680,0.00007,0.00032,0.00501,0.00097,0.00025,0.00010,45,2022/12/16
BBC,0.02484,0.00020,0.00080,0.01648,0.00412,0.00173,0.00024,45,2022/12/16
Fox News,0.02135,0.00009,0.00058,0.00784,0.00442,0.00060,0.00361,153,2022/12/16
NBC News,0.01441,0.00007,0.00037,0.00741,0.00184,0.00150,0.00021,68,2022/12/16
New York Post,0.07901,0.00008,0.00072,0.00069,0.05258,0.00922,0.00023,39,2022/12/16
Newsmax,0.03537,0.00023,0.00123,0.01376,0.01748,0.00053,0.00049,50,2022/12/16
Newsweek,0.02400,0.00006,0.00089,0.00123,0.01497,0.00063,0.00012,101,2022/12/16
One America News Network (OAN),0.00653,0.00008,0.00063,0.00055,0.00160,0.00099,0.00008,28,2022/12/16
Reuters,0.00972,0.00011,0.00076,0.00393,0.00097,0.00069,0.00013,48,2022/12/16
The Epoch Times,0.01092,0.00021,0.00126,0.00247,0.00323,0.00287,0.00016,105,2022/12/16
The Guardian (US),0.03367,0.00020,0.00096,0.01337,0.00568,0.00783,0.00102,100,2022/12/16
The Hill,0.00819,0.00003,0.00016,0.00016,0.00314,0.00041,0.00005,40,2022/12/16
The New York Times,0.02161,0.00007,0.00081,0.00198,0.00960,0.00160,0.00060,68,2022/12/16
The Wall Street Journal,0.00714,0.00013,0.00198,0.00140,0.00122,0.00063,0.00057,69,2022/12/16
The Washington Post,0.02990,0.00007,0.00065,0.00517,0.01177,0.00050,0.00744,102,2022/12/16
The Washington Times,0.01105,0.00005,0.00031,0.00904,0.00107,0.00015,0.00009,33,2022/12/16
Washington Examiner,0.05083,0.00009,0.00053,0.01010,0.03604,0.00133,0.00018,64,2022/12/16
