name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.04425,0.00025,0.00148,0.00114,0.00322,0.00364,0.03004,45,2022/12/26
BBC,0.00815,0.00007,0.00052,0.00037,0.00528,0.00060,0.00007,48,2022/12/26
Fox News,0.02686,0.00009,0.00053,0.00153,0.01353,0.00455,0.00019,159,2022/12/26
NBC News,0.05421,0.00022,0.00865,0.02288,0.00980,0.00401,0.00519,71,2022/12/26
New York Post,0.02119,0.00007,0.00066,0.00120,0.00761,0.00146,0.00027,40,2022/12/26
Newsmax,0.02334,0.00008,0.00053,0.00312,0.00229,0.00197,0.00289,51,2022/12/26
Newsweek,0.04038,0.00015,0.00098,0.00603,0.01768,0.00555,0.00496,81,2022/12/26
One America News Network (OAN),0.02432,0.00020,0.00144,0.00897,0.01078,0.00026,0.00027,28,2022/12/26
Reuters,0.01649,0.00018,0.00109,0.01042,0.00191,0.00095,0.00021,38,2022/12/26
The Epoch Times,0.01640,0.00021,0.00148,0.00537,0.00167,0.00036,0.00697,96,2022/12/26
The Guardian (US),0.01157,0.00008,0.00055,0.00228,0.00375,0.00108,0.00012,97,2022/12/26
The Hill,0.05217,0.00006,0.00043,0.01434,0.03472,0.00028,0.00013,36,2022/12/26
The New York Times,0.00315,0.00011,0.00083,0.00042,0.00138,0.00015,0.00008,56,2022/12/26
The Wall Street Journal,0.02478,0.00007,0.00057,0.00745,0.01333,0.00153,0.00010,68,2022/12/26
The Washington Post,0.01688,0.00009,0.00081,0.00277,0.00707,0.00053,0.00093,98,2022/12/26
The Washington Times,0.01272,0.00006,0.00027,0.00161,0.00112,0.00372,0.00010,36,2022/12/26
Washington Examiner,0.03420,0.00009,0.00043,0.00777,0.01125,0.00702,0.00027,64,2022/12/26
