name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02725,0.00011,0.00061,0.00443,0.01855,0.00062,0.00022,50,2022/08/20
BBC,0.02228,0.00012,0.00126,0.00145,0.00699,0.00653,0.00026,48,2022/08/20
Fox News,0.02029,0.00025,0.00113,0.00160,0.00597,0.00119,0.00669,153,2022/08/20
NBC News,0.05347,0.00044,0.00415,0.04000,0.02409,0.00143,0.00188,62,2022/08/20
New York Post,0.10976,0.00054,0.00955,0.00163,0.03579,0.00175,0.05560,43,2022/08/20
Newsmax,0.01491,0.00008,0.00092,0.00633,0.00195,0.00098,0.00014,50,2022/08/20
Newsweek,0.04796,0.00055,0.00404,0.01051,0.00943,0.00140,0.01753,89,2022/08/20
One America News Network (OAN),0.00791,0.00009,0.00112,0.00035,0.00328,0.00016,0.00078,29,2022/08/20
Reuters,0.01969,0.00006,0.00040,0.00443,0.00831,0.00066,0.00022,34,2022/08/20
The Epoch Times,0.01289,0.00014,0.00102,0.00035,0.00295,0.00188,0.00587,99,2022/08/20
The Guardian (US),0.03453,0.00016,0.00289,0.00272,0.00824,0.00955,0.00103,94,2022/08/20
The Hill,0.00639,0.00005,0.00034,0.00247,0.00140,0.00018,0.00012,47,2022/08/20
The New York Times,0.02787,0.00014,0.00101,0.00259,0.01367,0.00155,0.00031,62,2022/08/20
The Wall Street Journal,0.00485,0.00005,0.00054,0.00025,0.00060,0.00055,0.00255,66,2022/08/20
The Washington Post,0.02145,0.00006,0.00061,0.00440,0.01009,0.00090,0.00112,105,2022/08/20
The Washington Times,0.01702,0.00005,0.00025,0.00042,0.01042,0.00084,0.00009,36,2022/08/20
Washington Examiner,0.02610,0.00007,0.00038,0.00583,0.01282,0.00040,0.00016,64,2022/08/20
