name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01167,0.00008,0.00051,0.00174,0.00135,0.00315,0.00011,50,2022/08/16
BBC,0.00776,0.00023,0.00074,0.00104,0.00344,0.00046,0.00027,43,2022/08/16
Fox News,0.01952,0.00013,0.00076,0.00714,0.00301,0.00497,0.00023,174,2022/08/16
NBC News,0.02138,0.00015,0.00067,0.01286,0.00235,0.00079,0.00054,62,2022/08/16
New York Post,0.09368,0.00032,0.01042,0.00252,0.02408,0.00330,0.03788,40,2022/08/16
Newsmax,0.01213,0.00008,0.00048,0.00195,0.00119,0.00343,0.00008,50,2022/08/16
Newsweek,0.02655,0.00014,0.00280,0.00652,0.00470,0.00122,0.00209,96,2022/08/16
One America News Network (OAN),0.00081,0.00011,0.00098,0.00029,0.00112,0.00010,0.00006,28,2022/08/16
Reuters,0.00859,0.00006,0.00032,0.00438,0.00208,0.00050,0.00008,34,2022/08/16
The Epoch Times,0.00459,0.00027,0.00202,0.00057,0.00244,0.00035,0.00257,99,2022/08/16
The Guardian (US),0.02845,0.00017,0.00111,0.00716,0.00264,0.00213,0.01248,91,2022/08/16
The Hill,0.01520,0.00005,0.00026,0.00048,0.00141,0.00656,0.00014,46,2022/08/16
The New York Times,0.02926,0.00014,0.00111,0.01276,0.00599,0.00075,0.00664,61,2022/08/16
The Wall Street Journal,0.01371,0.00016,0.00106,0.00402,0.00632,0.00086,0.00019,68,2022/08/16
The Washington Post,0.00480,0.00004,0.00032,0.00036,0.00212,0.00042,0.00009,103,2022/08/16
The Washington Times,0.00516,0.00004,0.00026,0.00078,0.00059,0.00061,0.00021,33,2022/08/16
Washington Examiner,0.03395,0.00016,0.01281,0.00907,0.00585,0.00081,0.00090,63,2022/08/16
