name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02317,0.00028,0.00104,0.01631,0.00338,0.00104,0.00554,50,2022/08/22
BBC,0.04630,0.00028,0.00106,0.01635,0.00941,0.00183,0.00966,44,2022/08/22
Fox News,0.02213,0.00008,0.00067,0.00725,0.00343,0.00311,0.00054,157,2022/08/22
NBC News,0.06624,0.00042,0.00380,0.04421,0.02412,0.00300,0.00196,64,2022/08/22
New York Post,0.05684,0.00027,0.00195,0.00077,0.01350,0.00130,0.03134,44,2022/08/22
Newsmax,0.04227,0.00031,0.00233,0.01516,0.01514,0.00130,0.00913,50,2022/08/22
Newsweek,0.02744,0.00031,0.00538,0.00764,0.00438,0.00100,0.01270,91,2022/08/22
One America News Network (OAN),0.00786,0.00008,0.00105,0.00034,0.00320,0.00014,0.00077,29,2022/08/22
Reuters,0.01092,0.00004,0.00021,0.00108,0.00055,0.00085,0.00008,38,2022/08/22
The Epoch Times,0.00923,0.00009,0.00065,0.00033,0.00286,0.00184,0.00098,96,2022/08/22
The Guardian (US),0.01526,0.00015,0.00108,0.00431,0.00375,0.00071,0.00414,96,2022/08/22
The Hill,0.01285,0.00004,0.00031,0.00036,0.00930,0.00012,0.00008,43,2022/08/22
The New York Times,0.01201,0.00009,0.00084,0.00057,0.00693,0.00052,0.00083,57,2022/08/22
The Wall Street Journal,0.00124,0.00006,0.00046,0.00044,0.00063,0.00007,0.00005,68,2022/08/22
The Washington Post,0.01803,0.00010,0.00072,0.00086,0.00576,0.00406,0.00046,90,2022/08/22
The Washington Times,0.07393,0.00027,0.02379,0.00593,0.04777,0.00455,0.00033,38,2022/08/22
Washington Examiner,0.04488,0.00009,0.00054,0.00087,0.02347,0.00991,0.00273,62,2022/08/22
