name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02117,0.00008,0.00052,0.00081,0.00130,0.00072,0.01172,50,2022/09/14
BBC,0.00554,0.00005,0.00036,0.00064,0.00244,0.00025,0.00014,48,2022/09/14
Fox News,0.02702,0.00012,0.00063,0.00524,0.00441,0.00179,0.00244,170,2022/09/14
NBC News,0.02444,0.00021,0.00108,0.00579,0.00618,0.00042,0.00147,73,2022/09/14
New York Post,0.05073,0.00016,0.01187,0.00277,0.01339,0.00273,0.00182,39,2022/09/14
Newsmax,0.00644,0.00010,0.00075,0.00075,0.00125,0.00167,0.00007,50,2022/09/14
Newsweek,0.00764,0.00011,0.00087,0.00056,0.00267,0.00104,0.00016,96,2022/09/14
One America News Network (OAN),0.00201,0.00025,0.00167,0.00046,0.00186,0.00029,0.00009,29,2022/09/14
Reuters,0.00608,0.00006,0.00050,0.00028,0.00117,0.00100,0.00014,34,2022/09/14
The Epoch Times,0.00657,0.00016,0.00107,0.00195,0.00313,0.00018,0.00128,99,2022/09/14
The Guardian (US),0.04187,0.00022,0.00213,0.00277,0.01030,0.00204,0.01455,99,2022/09/14
The Hill,0.02367,0.00010,0.00848,0.00016,0.00556,0.00033,0.00316,44,2022/09/14
The New York Times,0.01399,0.00011,0.00106,0.00080,0.00117,0.00839,0.00022,68,2022/09/14
The Wall Street Journal,0.00284,0.00009,0.00071,0.00039,0.00094,0.00015,0.00025,67,2022/09/14
The Washington Post,0.01085,0.00005,0.00050,0.00036,0.00592,0.00067,0.00141,98,2022/09/14
The Washington Times,0.00404,0.00003,0.00019,0.00020,0.00200,0.00007,0.00003,36,2022/09/14
Washington Examiner,0.01573,0.00006,0.00040,0.00686,0.00148,0.00179,0.00009,66,2022/09/14
