name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.00823,0.00004,0.00034,0.00182,0.00115,0.00055,0.00027,50,2022/09/27
BBC,0.02257,0.00013,0.00093,0.00275,0.00326,0.00595,0.00061,45,2022/09/27
Fox News,0.01359,0.00008,0.00075,0.00056,0.00716,0.00038,0.00022,171,2022/09/27
NBC News,0.02345,0.00056,0.00148,0.01597,0.01046,0.00096,0.00096,70,2022/09/27
New York Post,0.11156,0.00032,0.00737,0.00406,0.04966,0.00164,0.03669,39,2022/09/27
Newsmax,0.04245,0.00023,0.00082,0.01171,0.00387,0.01661,0.00083,50,2022/09/27
Newsweek,0.03188,0.00010,0.00156,0.00429,0.01987,0.00065,0.00546,99,2022/09/27
One America News Network (OAN),0.00240,0.00005,0.00043,0.00018,0.00111,0.00008,0.00005,36,2022/09/27
Reuters,0.00674,0.00006,0.00032,0.00062,0.00074,0.00256,0.00010,40,2022/09/27
The Epoch Times,0.00860,0.00012,0.00091,0.00447,0.00184,0.00023,0.00008,105,2022/09/27
The Guardian (US),0.04816,0.00018,0.00164,0.00937,0.01801,0.00207,0.00949,96,2022/09/27
The Hill,0.03774,0.00007,0.00142,0.01828,0.01528,0.00133,0.00060,42,2022/09/27
The New York Times,0.02308,0.00007,0.00065,0.01126,0.00492,0.00033,0.00164,71,2022/09/27
The Wall Street Journal,0.00155,0.00006,0.00041,0.00034,0.00060,0.00013,0.00004,67,2022/09/27
The Washington Post,0.01605,0.00010,0.00039,0.00910,0.00216,0.00140,0.00019,100,2022/09/27
The Washington Times,0.01617,0.00006,0.00022,0.01594,0.00155,0.00031,0.00013,31,2022/09/27
Washington Examiner,0.02595,0.00004,0.00035,0.01096,0.01102,0.00040,0.00013,64,2022/09/27
