name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01589,0.00007,0.00044,0.00127,0.00089,0.00160,0.00616,49,2022/09/12
BBC,0.00289,0.00007,0.00055,0.00056,0.00132,0.00015,0.00009,48,2022/09/12
Fox News,0.02323,0.00010,0.00054,0.00037,0.01576,0.00034,0.00091,162,2022/09/12
NBC News,0.01661,0.00010,0.00048,0.00948,0.00154,0.00032,0.00271,63,2022/09/12
New York Post,0.06270,0.00022,0.00261,0.00236,0.01802,0.00080,0.03417,39,2022/09/12
Newsmax,0.00268,0.00005,0.00033,0.00047,0.00071,0.00038,0.00004,50,2022/09/12
Newsweek,0.02388,0.00152,0.01177,0.00422,0.00657,0.00151,0.01067,91,2022/09/12
One America News Network (OAN),0.00125,0.00006,0.00061,0.00022,0.00073,0.00008,0.00006,29,2022/09/12
Reuters,0.00667,0.00008,0.00057,0.00048,0.00329,0.00028,0.00008,35,2022/09/12
The Epoch Times,0.00956,0.00026,0.00190,0.00375,0.00309,0.00045,0.00112,100,2022/09/12
The Guardian (US),0.02407,0.00011,0.00072,0.00885,0.00737,0.00115,0.00038,97,2022/09/12
The Hill,0.01722,0.00006,0.00037,0.00971,0.00174,0.00069,0.00063,42,2022/09/12
The New York Times,0.00903,0.00009,0.00066,0.00370,0.00154,0.00050,0.00014,59,2022/09/12
The Wall Street Journal,0.00825,0.00007,0.00068,0.00046,0.00289,0.00052,0.00009,66,2022/09/12
The Washington Post,0.01373,0.00008,0.00048,0.00118,0.00475,0.00162,0.00024,96,2022/09/12
The Washington Times,0.04071,0.00008,0.00071,0.00715,0.00464,0.00206,0.00105,35,2022/09/12
Washington Examiner,0.01184,0.00005,0.00048,0.00037,0.00612,0.00082,0.00013,65,2022/09/12
