name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01389,0.00016,0.00118,0.00070,0.00151,0.00035,0.00911,50,2022/09/19
BBC,0.01357,0.00006,0.00054,0.00178,0.00628,0.00021,0.00016,44,2022/09/19
Fox News,0.01252,0.00006,0.00042,0.00101,0.00360,0.00209,0.00014,157,2022/09/19
NBC News,0.01867,0.00007,0.00056,0.00353,0.00702,0.00047,0.00372,70,2022/09/19
New York Post,0.02270,0.00007,0.00067,0.00044,0.00326,0.00774,0.00052,36,2022/09/19
Newsmax,0.00365,0.00007,0.00050,0.00044,0.00118,0.00028,0.00006,51,2022/09/19
Newsweek,0.01994,0.00011,0.00126,0.00080,0.01256,0.00040,0.00155,91,2022/09/19
One America News Network (OAN),0.00164,0.00006,0.00052,0.00023,0.00105,0.00008,0.00006,29,2022/09/19
Reuters,0.00271,0.00004,0.00028,0.00041,0.00072,0.00011,0.00005,33,2022/09/19
The Epoch Times,0.01551,0.00019,0.00134,0.00367,0.00398,0.00037,0.00113,102,2022/09/19
The Guardian (US),0.05915,0.00016,0.00986,0.00537,0.01114,0.01089,0.00858,95,2022/09/19
The Hill,0.02016,0.00010,0.00461,0.00119,0.00152,0.00046,0.01229,44,2022/09/19
The New York Times,0.02054,0.00011,0.00082,0.00573,0.01221,0.00043,0.00013,66,2022/09/19
The Wall Street Journal,0.00156,0.00007,0.00050,0.00083,0.00060,0.00013,0.00005,67,2022/09/19
The Washington Post,0.02511,0.00005,0.00044,0.00649,0.00976,0.00022,0.00216,102,2022/09/19
The Washington Times,0.00490,0.00003,0.00020,0.00033,0.00096,0.00020,0.00008,39,2022/09/19
Washington Examiner,0.01785,0.00006,0.00061,0.00201,0.01009,0.00040,0.00020,62,2022/09/19
