name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02669,0.00016,0.00064,0.00186,0.00222,0.01486,0.00046,50,2023/01/10
BBC,0.02091,0.00008,0.00055,0.00219,0.00179,0.00577,0.00369,45,2023/01/10
Fox News,0.01996,0.00008,0.00053,0.00326,0.00325,0.00404,0.00209,160,2023/01/10
NBC News,0.03462,0.00010,0.00082,0.01063,0.00189,0.00319,0.00356,67,2023/01/10
New York Post,0.07803,0.00031,0.01577,0.00608,0.04912,0.00047,0.01946,40,2023/01/10
Newsmax,0.01304,0.00007,0.00059,0.00086,0.00159,0.00451,0.00013,50,2023/01/10
Newsweek,0.02808,0.00009,0.00191,0.00062,0.01062,0.00583,0.00250,109,2023/01/10
One America News Network (OAN),0.00086,0.00012,0.00112,0.00026,0.00108,0.00010,0.00026,28,2023/01/10
Reuters,0.00336,0.00004,0.00031,0.00032,0.00065,0.00053,0.00008,36,2023/01/10
The Epoch Times,0.00848,0.00025,0.00192,0.00108,0.00256,0.00090,0.00209,108,2023/01/10
The Guardian (US),0.04476,0.00011,0.00158,0.00168,0.02595,0.00246,0.00259,97,2023/01/10
The Hill,0.00411,0.00003,0.00017,0.00014,0.00252,0.00005,0.00003,42,2023/01/10
The New York Times,0.01985,0.00008,0.00086,0.00140,0.00357,0.00026,0.00730,74,2023/01/10
The Wall Street Journal,0.00364,0.00005,0.00044,0.00033,0.00147,0.00028,0.00006,68,2023/01/10
The Washington Post,0.02640,0.00006,0.00033,0.00072,0.01258,0.00265,0.00661,97,2023/01/10
The Washington Times,0.00598,0.00005,0.00053,0.00030,0.00089,0.00051,0.00012,33,2023/01/10
Washington Examiner,0.00591,0.00006,0.00052,0.00045,0.00318,0.00035,0.00010,65,2023/01/10
