name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01080,0.00008,0.00058,0.00447,0.00363,0.00097,0.00014,49,2022/01/17
BBC,0.00568,0.00013,0.00114,0.00092,0.00131,0.00141,0.00027,50,2022/01/17
Fox News,0.02276,0.00009,0.00069,0.00462,0.01021,0.00146,0.00042,122,2022/01/17
NBC News,0.02919,0.00013,0.00050,0.02076,0.00433,0.00190,0.00030,65,2022/01/17
New York Post,0.05791,0.00021,0.00083,0.00078,0.04500,0.00098,0.00032,29,2022/01/17
Newsmax,0.01490,0.00009,0.00057,0.00452,0.00181,0.00112,0.00008,37,2022/01/17
Newsweek,0.01763,0.00017,0.00093,0.00421,0.00810,0.00141,0.00015,101,2022/01/17
One America News Network (OAN),0.00414,0.00013,0.00104,0.00064,0.00131,0.00062,0.00008,25,2022/01/17
Reuters,0.00127,0.00003,0.00017,0.00019,0.00039,0.00006,0.00003,5,2022/01/17
The Epoch Times,0.00785,0.00014,0.00106,0.00062,0.00133,0.00197,0.00190,101,2022/01/17
The Guardian (US),0.01479,0.00011,0.00058,0.00482,0.00504,0.00086,0.00017,93,2022/01/17
The Hill,0.00849,0.00003,0.00027,0.00020,0.00359,0.00074,0.00008,30,2022/01/17
The New York Times,0.00772,0.00012,0.00090,0.00049,0.00123,0.00442,0.00013,66,2022/01/17
The Wall Street Journal,0.00929,0.00008,0.00061,0.00027,0.00754,0.00015,0.00005,65,2022/01/17
The Washington Post,0.02319,0.00011,0.00048,0.01334,0.00489,0.00185,0.00023,110,2022/01/17
The Washington Times,0.00401,0.00008,0.00035,0.00157,0.00111,0.00012,0.00008,25,2022/01/17
Washington Examiner,0.01740,0.00004,0.00029,0.00062,0.01258,0.00036,0.00006,67,2022/01/17
