name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01600,0.00012,0.00146,0.00137,0.00656,0.00116,0.00070,45,2022/01/30
BBC,0.02218,0.00008,0.00049,0.00312,0.00781,0.00111,0.00606,52,2022/01/30
Fox News,0.02430,0.00007,0.00220,0.00044,0.01458,0.00204,0.00022,117,2022/01/30
NBC News,0.03954,0.00013,0.00063,0.02653,0.00919,0.00030,0.00414,62,2022/01/30
New York Post,0.03863,0.00016,0.02751,0.00044,0.00795,0.00157,0.00030,29,2022/01/30
Newsmax,0.00162,0.00009,0.00055,0.00054,0.00088,0.00013,0.00008,38,2022/01/30
Newsweek,0.03267,0.00023,0.01111,0.00074,0.01079,0.00075,0.01082,93,2022/01/30
One America News Network (OAN),0.01263,0.00010,0.00053,0.00059,0.00141,0.00027,0.00395,25,2022/01/30
Reuters,0.00060,0.00004,0.00021,0.00019,0.00022,0.00007,0.00003,5,2022/01/30
The Epoch Times,0.00804,0.00010,0.00097,0.00091,0.00267,0.00070,0.00012,111,2022/01/30
The Guardian (US),0.03068,0.00012,0.00119,0.00248,0.01425,0.00195,0.00366,95,2022/01/30
The Hill,0.00351,0.00004,0.00025,0.00032,0.00068,0.00068,0.00006,30,2022/01/30
The New York Times,0.01835,0.00016,0.00118,0.00293,0.01065,0.00021,0.00017,60,2022/01/30
The Wall Street Journal,0.00196,0.00007,0.00058,0.00030,0.00101,0.00012,0.00005,64,2022/01/30
The Washington Post,0.02596,0.00006,0.00097,0.00087,0.01635,0.00458,0.00013,93,2022/01/30
The Washington Times,0.02061,0.00004,0.00039,0.00064,0.01138,0.00033,0.00007,30,2022/01/30
Washington Examiner,0.01162,0.00005,0.00032,0.00153,0.00660,0.00039,0.00011,65,2022/01/30
