name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01310,0.00007,0.00049,0.00980,0.00141,0.00024,0.00010,36,2022/02/03
BBC,0.01429,0.00011,0.00073,0.00449,0.00129,0.00494,0.00019,49,2022/02/03
Fox News,0.01598,0.00007,0.00060,0.00036,0.00972,0.00060,0.00016,115,2022/02/03
NBC News,0.04520,0.00027,0.00164,0.01813,0.00315,0.00226,0.00565,66,2022/02/03
New York Post,0.02326,0.00013,0.00171,0.00044,0.00388,0.00139,0.00649,29,2022/02/03
Newsmax,0.02760,0.00016,0.00068,0.00850,0.01048,0.00040,0.00260,37,2022/02/03
Newsweek,0.02199,0.00010,0.00055,0.00152,0.01346,0.00096,0.00077,91,2022/02/03
One America News Network (OAN),0.00260,0.00005,0.00042,0.00038,0.00133,0.00010,0.00006,25,2022/02/03
Reuters,0.00059,0.00003,0.00017,0.00016,0.00018,0.00008,0.00004,5,2022/02/03
The Epoch Times,0.00345,0.00019,0.00131,0.00068,0.00149,0.00083,0.00031,103,2022/02/03
The Guardian (US),0.04815,0.00015,0.00077,0.00507,0.01694,0.00837,0.00634,96,2022/02/03
The Hill,0.02593,0.00005,0.00041,0.00025,0.02325,0.00047,0.00008,30,2022/02/03
The New York Times,0.00923,0.00016,0.00131,0.00382,0.00351,0.00022,0.00016,65,2022/02/03
The Wall Street Journal,0.00346,0.00005,0.00046,0.00038,0.00167,0.00018,0.00006,64,2022/02/03
The Washington Post,0.02508,0.00009,0.00701,0.00206,0.00364,0.00248,0.00140,120,2022/02/03
The Washington Times,0.02434,0.00007,0.00061,0.00798,0.00613,0.00026,0.00247,27,2022/02/03
Washington Examiner,0.03886,0.00009,0.00037,0.00108,0.01472,0.00437,0.01225,62,2022/02/03
