name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.00710,0.00005,0.00038,0.00104,0.00136,0.00029,0.00018,41,2022/02/28
BBC,0.00664,0.00008,0.00055,0.00130,0.00090,0.00148,0.00044,50,2022/02/28
Fox News,0.00629,0.00010,0.00055,0.00254,0.00146,0.00021,0.00030,125,2022/02/28
NBC News,0.03415,0.00036,0.00150,0.00726,0.00700,0.00048,0.01583,61,2022/02/28
New York Post,0.07097,0.00058,0.03329,0.00065,0.02019,0.00040,0.00539,32,2022/02/28
Newsmax,0.00367,0.00004,0.00032,0.00040,0.00049,0.00064,0.00004,37,2022/02/28
Newsweek,0.02468,0.00010,0.00089,0.00229,0.01346,0.00168,0.00021,104,2022/02/28
One America News Network (OAN),0.00213,0.00004,0.00032,0.00016,0.00076,0.00012,0.00006,25,2022/02/28
Reuters,0.00171,0.00007,0.00037,0.00056,0.00046,0.00014,0.00007,38,2022/02/28
The Epoch Times,0.01014,0.00019,0.00145,0.00105,0.00339,0.00025,0.00387,101,2022/02/28
The Guardian (US),0.03189,0.00011,0.00176,0.00207,0.01373,0.00189,0.00389,106,2022/02/28
The Hill,0.05816,0.00006,0.00050,0.00140,0.04770,0.00056,0.00009,30,2022/02/28
The New York Times,0.02019,0.00030,0.00195,0.00828,0.00536,0.00036,0.00697,67,2022/02/28
The Wall Street Journal,0.00606,0.00005,0.00052,0.00066,0.00272,0.00017,0.00033,74,2022/02/28
The Washington Post,0.00903,0.00006,0.00042,0.00048,0.00314,0.00068,0.00052,109,2022/02/28
The Washington Times,0.00487,0.00004,0.00032,0.00041,0.00080,0.00071,0.00017,31,2022/02/28
Washington Examiner,0.06721,0.00010,0.00193,0.01196,0.05418,0.00196,0.00022,67,2022/02/28
