name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.00228,0.00019,0.00177,0.00043,0.00193,0.00021,0.00017,35,2022/02/08
BBC,0.02020,0.00024,0.00096,0.01051,0.00865,0.00169,0.00020,49,2022/02/08
Fox News,0.02208,0.00007,0.00058,0.00079,0.01874,0.00069,0.00010,115,2022/02/08
NBC News,0.02379,0.00009,0.00050,0.01425,0.00202,0.00173,0.00114,68,2022/02/08
New York Post,0.07407,0.00041,0.00130,0.01859,0.00479,0.02286,0.01488,30,2022/02/08
Newsmax,0.02490,0.00014,0.00055,0.01861,0.00388,0.00067,0.00049,37,2022/02/08
Newsweek,0.03900,0.00011,0.00080,0.00978,0.01873,0.00320,0.00091,102,2022/02/08
One America News Network (OAN),0.00487,0.00007,0.00055,0.00167,0.00072,0.00022,0.00006,25,2022/02/08
Reuters,0.00206,0.00005,0.00030,0.00032,0.00064,0.00016,0.00009,33,2022/02/08
The Epoch Times,0.00488,0.00013,0.00102,0.00045,0.00119,0.00018,0.00257,101,2022/02/08
The Guardian (US),0.04302,0.00011,0.00093,0.00507,0.01888,0.00746,0.00028,93,2022/02/08
The Hill,0.00620,0.00005,0.00029,0.00022,0.00099,0.00184,0.00185,30,2022/02/08
The New York Times,0.00897,0.00012,0.00091,0.00197,0.00159,0.00130,0.00015,65,2022/02/08
The Wall Street Journal,0.01273,0.00011,0.00059,0.00031,0.00049,0.00029,0.01201,66,2022/02/08
The Washington Post,0.02370,0.00016,0.00069,0.00917,0.00327,0.00098,0.00527,107,2022/02/08
The Washington Times,0.02606,0.00004,0.00023,0.00042,0.01663,0.00023,0.00165,26,2022/02/08
Washington Examiner,0.01256,0.00007,0.00035,0.00082,0.00103,0.00560,0.00014,65,2022/02/08
