name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.00856,0.00016,0.00117,0.00057,0.00122,0.00100,0.00023,50,2022/07/08
BBC,0.02099,0.00016,0.00110,0.00388,0.01189,0.00210,0.00017,50,2022/07/08
Fox News,0.00579,0.00007,0.00082,0.00056,0.00139,0.00061,0.00015,164,2022/07/08
NBC News,0.03247,0.00020,0.00064,0.01777,0.00552,0.00657,0.00127,63,2022/07/08
New York Post,0.06855,0.00010,0.00147,0.00058,0.03602,0.00528,0.00499,42,2022/07/08
Newsmax,0.01332,0.00006,0.00058,0.00073,0.00104,0.00154,0.00015,38,2022/07/08
Newsweek,0.02386,0.00027,0.00294,0.00157,0.00333,0.00422,0.00965,100,2022/07/08
One America News Network (OAN),0.00198,0.00005,0.00030,0.00074,0.00060,0.00009,0.00008,22,2022/07/08
Reuters,0.00504,0.00005,0.00037,0.00048,0.00089,0.00067,0.00013,33,2022/07/08
The Epoch Times,0.01279,0.00013,0.00076,0.00348,0.00264,0.00143,0.00091,108,2022/07/08
The Guardian (US),0.05101,0.00012,0.00074,0.00321,0.01879,0.00879,0.00194,102,2022/07/08
The Hill,0.01584,0.00009,0.00079,0.00035,0.00321,0.00399,0.00048,46,2022/07/08
The New York Times,0.03658,0.00024,0.00190,0.01251,0.01526,0.00313,0.00098,68,2022/07/08
The Wall Street Journal,0.00204,0.00009,0.00072,0.00028,0.00086,0.00015,0.00013,68,2022/07/08
The Washington Post,0.02134,0.00011,0.00288,0.00356,0.00375,0.00223,0.00161,108,2022/07/08
The Washington Times,0.00508,0.00003,0.00026,0.00027,0.00081,0.00029,0.00009,35,2022/07/08
Washington Examiner,0.02577,0.00006,0.00091,0.00198,0.00802,0.00229,0.00184,63,2022/07/08
