name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.01023,0.00007,0.00036,0.00327,0.00122,0.00122,0.00016,50,2022/11/03
BBC,0.02084,0.00010,0.00060,0.00934,0.00335,0.00080,0.00026,45,2022/11/03
Fox News,0.02767,0.00009,0.00070,0.00309,0.00525,0.00092,0.01021,157,2022/11/03
NBC News,0.01807,0.00013,0.00043,0.00579,0.00158,0.00217,0.00162,68,2022/11/03
New York Post,0.07341,0.00020,0.00506,0.00752,0.02690,0.00340,0.01520,40,2022/11/03
Newsmax,0.00922,0.00009,0.00067,0.00291,0.00126,0.00021,0.00110,50,2022/11/03
Newsweek,0.02850,0.00008,0.00065,0.00279,0.01193,0.00428,0.00013,110,2022/11/03
One America News Network (OAN),0.00361,0.00008,0.00057,0.00051,0.00093,0.00035,0.00039,36,2022/11/03
Reuters,0.00851,0.00006,0.00031,0.00164,0.00090,0.00059,0.00007,41,2022/11/03
The Epoch Times,0.00797,0.00021,0.00134,0.00085,0.00153,0.00272,0.00108,102,2022/11/03
The Guardian (US),0.02120,0.00006,0.00077,0.00044,0.00453,0.00084,0.00648,94,2022/11/03
The Hill,0.00538,0.00004,0.00028,0.00081,0.00067,0.00171,0.00009,44,2022/11/03
The New York Times,0.01581,0.00006,0.00033,0.00202,0.00152,0.00206,0.00179,67,2022/11/03
The Wall Street Journal,0.00480,0.00008,0.00062,0.00036,0.00063,0.00135,0.00007,68,2022/11/03
The Washington Post,0.01265,0.00008,0.00036,0.00226,0.00427,0.00126,0.00021,112,2022/11/03
The Washington Times,0.02901,0.00019,0.00042,0.00567,0.00140,0.01534,0.00021,32,2022/11/03
Washington Examiner,0.03467,0.00009,0.00099,0.00254,0.01756,0.00379,0.00025,65,2022/11/03
