name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02607,0.00014,0.00096,0.00117,0.00632,0.00172,0.01137,50,2022/11/16
BBC,0.01233,0.00007,0.00062,0.00047,0.00912,0.00018,0.00011,45,2022/11/16
Fox News,0.02834,0.00008,0.00165,0.00178,0.01107,0.00081,0.00723,162,2022/11/16
NBC News,0.03283,0.00008,0.00043,0.01256,0.00299,0.00729,0.00022,68,2022/11/16
New York Post,0.10892,0.00085,0.03797,0.01382,0.01851,0.00207,0.05923,39,2022/11/16
Newsmax,0.01820,0.00007,0.00038,0.00276,0.00069,0.00356,0.00200,49,2022/11/16
Newsweek,0.02468,0.00018,0.00197,0.00198,0.00694,0.00235,0.00888,110,2022/11/16
One America News Network (OAN),0.01331,0.00009,0.00056,0.01219,0.00199,0.00015,0.00022,36,2022/11/16
Reuters,0.02882,0.00011,0.00035,0.00472,0.00192,0.01381,0.00016,40,2022/11/16
The Epoch Times,0.00503,0.00010,0.00070,0.00171,0.00154,0.00043,0.00008,103,2022/11/16
The Guardian (US),0.03450,0.00029,0.00175,0.01457,0.00583,0.00115,0.01373,100,2022/11/16
The Hill,0.01309,0.00006,0.00085,0.00040,0.00241,0.00121,0.00206,43,2022/11/16
The New York Times,0.02630,0.00008,0.00073,0.00052,0.01736,0.00068,0.00112,70,2022/11/16
The Wall Street Journal,0.00114,0.00009,0.00066,0.00036,0.00067,0.00010,0.00007,67,2022/11/16
The Washington Post,0.03020,0.00006,0.00041,0.00445,0.01695,0.00223,0.00013,103,2022/11/16
The Washington Times,0.02974,0.00046,0.02762,0.00103,0.00973,0.00031,0.00038,34,2022/11/16
Washington Examiner,0.04535,0.00005,0.00037,0.00076,0.03908,0.00214,0.00012,67,2022/11/16
