name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.03032,0.00006,0.00033,0.02469,0.00294,0.00022,0.00009,50,2023/02/28
BBC,0.01248,0.00015,0.00119,0.00068,0.00495,0.00046,0.00011,45,2023/02/28
Fox News,0.01979,0.00011,0.00229,0.00472,0.00652,0.00349,0.00039,156,2023/02/28
NBC News,0.03896,0.00012,0.00051,0.02172,0.00381,0.00662,0.00026,73,2023/02/28
New York Post,0.09171,0.00123,0.01932,0.01388,0.01635,0.00472,0.04182,46,2023/02/28
Newsmax,0.02270,0.00018,0.00063,0.01026,0.00232,0.00496,0.00024,50,2023/02/28
Newsweek,0.03477,0.00015,0.00081,0.00473,0.02049,0.00085,0.00467,101,2023/02/28
One America News Network (OAN),0.00459,0.00005,0.00038,0.00092,0.00081,0.00046,0.00017,28,2023/02/28
Reuters,0.00676,0.00005,0.00051,0.00151,0.00126,0.00037,0.00011,41,2023/02/28
The Epoch Times,0.01795,0.00013,0.00089,0.00254,0.01073,0.00082,0.00009,107,2023/02/28
The Guardian (US),0.02472,0.00012,0.00095,0.00827,0.00351,0.00344,0.00393,98,2023/02/28
The Hill,0.00465,0.00005,0.00030,0.00083,0.00094,0.00074,0.00007,40,2023/02/28
The New York Times,0.01068,0.00006,0.00061,0.00113,0.00501,0.00025,0.00008,59,2023/02/28
The Wall Street Journal,0.00297,0.00008,0.00056,0.00185,0.00086,0.00009,0.00005,68,2023/02/28
The Washington Post,0.01325,0.00004,0.00030,0.00311,0.00549,0.00014,0.00007,97,2023/02/28
The Washington Times,0.08092,0.00027,0.00136,0.04987,0.04987,0.00035,0.00031,29,2023/02/28
Washington Examiner,0.02911,0.00011,0.00102,0.00880,0.01213,0.00141,0.00020,62,2023/02/28
