name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02602,0.00009,0.00040,0.00174,0.00477,0.01066,0.00023,49,2023/02/17
BBC,0.01811,0.00013,0.00071,0.00052,0.01185,0.00148,0.00018,45,2023/02/17
Fox News,0.02552,0.00009,0.00050,0.00190,0.01672,0.00136,0.00030,163,2023/02/17
NBC News,0.01970,0.00009,0.00043,0.00913,0.00198,0.00050,0.00033,62,2023/02/17
New York Post,0.07483,0.00047,0.02340,0.01134,0.04937,0.00287,0.00215,40,2023/02/17
Newsmax,0.00846,0.00008,0.00046,0.00153,0.00253,0.00056,0.00007,50,2023/02/17
Newsweek,0.02906,0.00019,0.01212,0.00222,0.00718,0.00109,0.00212,99,2023/02/17
One America News Network (OAN),0.00284,0.00005,0.00037,0.00070,0.00071,0.00022,0.00005,28,2023/02/17
Reuters,0.01020,0.00007,0.00040,0.00083,0.00064,0.00565,0.00013,52,2023/02/17
The Epoch Times,0.00792,0.00008,0.00196,0.00102,0.00247,0.00029,0.00010,102,2023/02/17
The Guardian (US),0.02909,0.00010,0.00508,0.00503,0.00717,0.00243,0.00271,96,2023/02/17
The Hill,0.01942,0.00004,0.00021,0.00516,0.00722,0.00022,0.00006,39,2023/02/17
The New York Times,0.00753,0.00007,0.00040,0.00164,0.00188,0.00073,0.00012,60,2023/02/17
The Wall Street Journal,0.00137,0.00010,0.00057,0.00027,0.00093,0.00015,0.00008,69,2023/02/17
The Washington Post,0.02071,0.00008,0.00041,0.00067,0.00485,0.00117,0.01106,96,2023/02/17
The Washington Times,0.01942,0.00005,0.00027,0.00173,0.00539,0.00031,0.00015,36,2023/02/17
Washington Examiner,0.00946,0.00006,0.00038,0.00351,0.00199,0.00028,0.00024,63,2023/02/17
