name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,count,date
Associated Press,0.02723,0.00016,0.00265,0.00382,0.00357,0.00136,0.00952,49,2023/02/14
BBC,0.02665,0.00012,0.00111,0.00708,0.00790,0.00100,0.00059,44,2023/02/14
Fox News,0.02972,0.00012,0.00469,0.00219,0.01417,0.00160,0.00086,155,2023/02/14
NBC News,0.02773,0.00011,0.00045,0.00938,0.00270,0.00038,0.00698,65,2023/02/14
New York Post,0.04004,0.00032,0.00174,0.00080,0.00227,0.00700,0.02487,40,2023/02/14
Newsmax,0.02404,0.00010,0.00143,0.00659,0.00158,0.00261,0.00158,50,2023/02/14
Newsweek,0.03123,0.00014,0.00057,0.00790,0.01217,0.00137,0.00019,99,2023/02/14
One America News Network (OAN),0.03834,0.00007,0.00055,0.00062,0.03382,0.00165,0.00027,28,2023/02/14
Reuters,0.00446,0.00004,0.00031,0.00048,0.00157,0.00011,0.00004,36,2023/02/14
The Epoch Times,0.00311,0.00012,0.00081,0.00055,0.00101,0.00061,0.00031,107,2023/02/14
The Guardian (US),0.02378,0.00016,0.00144,0.00158,0.00664,0.00079,0.00874,93,2023/02/14
The Hill,0.00695,0.00007,0.00048,0.00407,0.00093,0.00031,0.00017,46,2023/02/14
The New York Times,0.02874,0.00031,0.00237,0.00370,0.00261,0.00248,0.01426,68,2023/02/14
The Wall Street Journal,0.01016,0.00009,0.00073,0.00030,0.00077,0.00013,0.00929,70,2023/02/14
The Washington Post,0.03046,0.00007,0.00038,0.00413,0.02152,0.00045,0.00013,102,2023/02/14
The Washington Times,0.01409,0.00007,0.00024,0.00107,0.00097,0.00578,0.00008,31,2023/02/14
Washington Examiner,0.02494,0.00021,0.00107,0.00304,0.00403,0.00098,0.01511,64,2023/02/14
